sale_id,category_type,category,elevation,price_lo_lkr,price_hi_lkr
SALE_18_2025,off_grade,bop1a_better,low,900.0,1300.0
SALE_18_2025,off_grade,bop1a_other,high,860.0,900.0
SALE_18_2025,off_grade,bop1a_other,medium,790.0,880.0
SALE_18_2025,off_grade,bop1a_other,low,840.0,890.0
SALE_18_2025,dust,primary_orth_better,high,1120.0,1600.0
SALE_18_2025,dust,primary_orth_better,medium,980.0,1060.0
SALE_18_2025,dust,primary_orth_better,low,,
SALE_18_2025,dust,primary_ctc_better,high,1000.0,1020.0
SALE_18_2025,dust,primary_ctc_better,medium,1040.0,
SALE_18_2025,dust,primary_ctc_better,low,1100.0,1440.0
SALE_18_2025,dust,primary_orth_below_best,high,950.0,1100.0
SALE_18_2025,dust,primary_orth_below_best,medium,830.0,960.0
SALE_18_2025,dust,primary_orth_below_best,low,760.0,870.0
SALE_18_2025,dust,primary_ctc_other,high,780.0,980.0
SALE_18_2025,dust,primary_ctc_other,medium,700.0,1000.0
SALE_18_2025,dust,primary_ctc_other,low,900.0,1060.0
SALE_18_2025,dust,primary_orth_other,high,760.0,940.0
SALE_18_2025,dust,primary_orth_other,medium,710.0,820.0
SALE_18_2025,dust,primary_orth_other,low,660.0,750.0
SALE_18_2025,dust,secondary_better,high,960.0,1000.0
SALE_18_2025,dust,secondary_better,medium,800.0,860.0
SALE_18_2025,dust,secondary_better,low,860.0,900.0
SALE_18_2025,dust,secondary_other,high,650.0,940.0
SALE_18_2025,dust,secondary_other,medium,640.0,780.0
SALE_18_2025,dust,secondary_other,low,650.0,850.0
SALE_22_2025,off_grade,fannings_orthodox_better,high,810.0,1080.0
SALE_22_2025,off_grade,fannings_orthodox_better,medium,800.0,880.0
SALE_22_2025,off_grade,fannings_orthodox_better,low,780.0,1000.0
SALE_22_2025,off_grade,fannings_ctc_better,high,800.0,
SALE_22_2025,off_grade,fannings_ctc_better,medium,790.0,800.0
SALE_22_2025,off_grade,fannings_ctc_better,low,810.0,1180.0
SALE_22_2025,off_grade,fannings_orthodox_other,high,680.0,800.0
SALE_22_2025,off_grade,fannings_orthodox_other,medium,640.0,790.0
SALE_22_2025,off_grade,fannings_orthodox_other,low,580.0,770.0
SALE_22_2025,off_grade,fannings_ctc_other,high,,
SALE_22_2025,off_grade,fannings_ctc_other,medium,760.0,
SALE_22_2025,off_grade,fannings_ctc_other,low,660.0,770.0
SALE_22_2025,off_grade,brokens_good,high,850.0,1060.0
SALE_22_2025,off_grade,brokens_good,medium,840.0,1100.0
SALE_22_2025,off_grade,brokens_good,low,850.0,1180.0
SALE_22_2025,off_grade,brokens_other,high,740.0,840.0
SALE_22_2025,off_grade,brokens_other,medium,750.0,830.0
SALE_22_2025,off_grade,brokens_other,low,720.0,840.0
SALE_22_2025,off_grade,bop1a_better,high,890.0,980.0
SALE_22_2025,off_grade,bop1a_better,medium,890.0,980.0
SALE_22_2025,off_grade,bop1a_better,low,900.0,1400.0
SALE_22_2025,off_grade,bop1a_other,high,850.0,880.0
SALE_22_2025,off_grade,bop1a_other,medium,830.0,880.0
SALE_22_2025,off_grade,bop1a_other,low,820.0,880.0
SALE_22_2025,dust,primary_orth_better,high,1100.0,1700.0
SALE_22_2025,dust,primary_orth_better,medium,960.0,1040.0
SALE_22_2025,dust,primary_orth_better,low,960.0,1040.0
SALE_22_2025,dust,primary_ctc_better,high,1020.0,1120.0
SALE_22_2025,dust,primary_ctc_better,medium,1020.0,1140.0
SALE_22_2025,dust,primary_ctc_better,low,1120.0,1380.0
SALE_22_2025,dust,primary_orth_below_best,high,940.0,1080.0
SALE_22_2025,dust,primary_orth_below_best,medium,840.0,940.0
SALE_22_2025,dust,primary_orth_below_best,low,760.0,950.0
SALE_22_2025,dust,primary_ctc_other,high,820.0,1000.0
SALE_22_2025,dust,primary_ctc_other,medium,730.0,1000.0
SALE_22_2025,dust,primary_ctc_other,low,740.0,1100.0
SALE_22_2025,dust,primary_orth_other,high,640.0,920.0
SALE_22_2025,dust,primary_orth_other,medium,670.0,820.0
SALE_22_2025,dust,primary_orth_other,low,640.0,750.0
SALE_22_2025,dust,secondary_better,high,900.0,940.0
SALE_22_2025,dust,secondary_better,medium,840.0,900.0
SALE_22_2025,dust,secondary_better,low,900.0,940.0
SALE_22_2025,dust,secondary_other,high,640.0,880.0
SALE_22_2025,dust,secondary_other,medium,660.0,820.0
SALE_22_2025,dust,secondary_other,low,660.0,880.0
SALE_23_2025,off_grade,fannings_orthodox_better,high,790.0,1020.0
SALE_23_2025,off_grade,fannings_orthodox_better,medium,810.0,870.0
SALE_23_2025,off_grade,fannings_orthodox_better,low,800.0,870.0
SALE_23_2025,off_grade,fannings_ctc_better,high,,
SALE_23_2025,off_grade,fannings_ctc_better,medium,,
SALE_23_2025,off_grade,fannings_ctc_better,low,810.0,940.0
SALE_23_2025,off_grade,fannings_orthodox_other,high,660.0,780.0
SALE_23_2025,off_grade,fannings_orthodox_other,medium,620.0,800.0
SALE_23_2025,off_grade,fannings_orthodox_other,low,580.0,790.0
SALE_23_2025,off_grade,fannings_ctc_other,high,,
SALE_23_2025,off_grade,fannings_ctc_other,medium,770.0,790.0
SALE_23_2025,off_grade,fannings_ctc_other,low,680.0,800.0
SALE_23_2025,off_grade,brokens_good,high,810.0,1020.0
SALE_23_2025,off_grade,brokens_good,medium,800.0,1120.0
SALE_23_2025,off_grade,brokens_good,low,810.0,1200.0
SALE_23_2025,off_grade,brokens_other,high,780.0,800.0
SALE_23_2025,off_grade,brokens_other,medium,700.0,790.0
SALE_23_2025,off_grade,brokens_other,low,700.0,800.0
SALE_23_2025,off_grade,bop1a_better,high,880.0,1000.0
SALE_23_2025,off_grade,bop1a_better,medium,870.0,980.0
SALE_23_2025,off_grade,bop1a_better,low,880.0,1340.0
SALE_23_2025,off_grade,bop1a_other,high,820.0,870.0
SALE_23_2025,off_grade,bop1a_other,medium,760.0,860.0
SALE_23_2025,off_grade,bop1a_other,low,800.0,870.0
SALE_23_2025,dust,primary_orth_better,high,1100.0,1600.0
SALE_23_2025,dust,primary_orth_better,medium,960.0,1060.0
SALE_23_2025,dust,primary_orth_better,low,900.0,
SALE_23_2025,dust,primary_ctc_better,high,1000.0,1080.0
SALE_23_2025,dust,primary_ctc_better,medium,1000.0,
SALE_23_2025,dust,primary_ctc_better,low,1120.0,1400.0
SALE_23_2025,dust,primary_orth_below_best,high,940.0,1080.0
SALE_23_2025,dust,primary_orth_below_best,medium,830.0,950.0
SALE_23_2025,dust,primary_orth_below_best,low,770.0,880.0
SALE_23_2025,dust,primary_ctc_other,high,820.0,980.0
SALE_23_2025,dust,primary_ctc_other,medium,710.0,980.0
SALE_23_2025,dust,primary_ctc_other,low,720.0,1100.0
SALE_23_2025,dust,primary_orth_other,high,650.0,920.0
SALE_23_2025,dust,primary_orth_other,medium,660.0,820.0
SALE_23_2025,dust,primary_orth_other,low,670.0,760.0
SALE_23_2025,dust,secondary_better,high,880.0,920.0
SALE_23_2025,dust,secondary_better,medium,810.0,
SALE_23_2025,dust,secondary_better,low,900.0,920.0
SALE_23_2025,dust,secondary_other,high,660.0,860.0
SALE_23_2025,dust,secondary_other,medium,630.0,800.0
SALE_23_2025,dust,secondary_other,low,620.0,880.0
SALE_24_2025,off_grade,fannings_orthodox_better,high,770.0,1040.0
SALE_24_2025,off_grade,fannings_orthodox_better,medium,790.0,840.0
SALE_24_2025,off_grade,fannings_orthodox_better,low,790.0,880.0
SALE_24_2025,off_grade,fannings_ctc_better,high,,
SALE_24_2025,off_grade,fannings_ctc_better,medium,840.0,
SALE_24_2025,off_grade,fannings_ctc_better,low,800.0,940.0
SALE_24_2025,off_grade,fannings_orthodox_other,high,660.0,760.0
SALE_24_2025,off_grade,fannings_orthodox_other,medium,640.0,780.0
SALE_24_2025,off_grade,fannings_orthodox_other,low,620.0,780.0
SALE_24_2025,off_grade,fannings_ctc_other,high,,
SALE_24_2025,off_grade,fannings_ctc_other,medium,750.0,760.0
SALE_24_2025,off_grade,fannings_ctc_other,low,650.0,780.0
SALE_24_2025,off_grade,brokens_good,high,820.0,1080.0
SALE_24_2025,off_grade,brokens_good,medium,820.0,1160.0
SALE_24_2025,off_grade,brokens_good,low,830.0,1240.0
SALE_24_2025,off_grade,brokens_other,high,720.0,810.0
SALE_24_2025,off_grade,brokens_other,medium,720.0,810.0
SALE_24_2025,off_grade,brokens_other,low,670.0,820.0
SALE_24_2025,off_grade,bop1a_better,high,870.0,1000.0
SALE_24_2025,off_grade,bop1a_better,medium,870.0,960.0
SALE_24_2025,off_grade,bop1a_better,low,870.0,1400.0
SALE_24_2025,off_grade,bop1a_other,high,810.0,860.0
SALE_24_2025,off_grade,bop1a_other,medium,800.0,860.0
SALE_24_2025,off_grade,bop1a_other,low,770.0,860.0
SALE_24_2025,dust,primary_orth_better,high,1100.0,1500.0
SALE_24_2025,dust,primary_orth_better,medium,960.0,1060.0
SALE_24_2025,dust,primary_orth_better,low,980.0,1140.0
SALE_24_2025,dust,primary_ctc_better,high,1020.0,1240.0
SALE_24_2025,dust,primary_ctc_better,medium,1000.0,1180.0
SALE_24_2025,dust,primary_ctc_better,low,1120.0,1300.0
SALE_24_2025,dust,primary_orth_below_best,high,940.0,1080.0
SALE_24_2025,dust,primary_orth_below_best,medium,860.0,950.0
SALE_24_2025,dust,primary_orth_below_best,low,780.0,960.0
SALE_24_2025,dust,primary_ctc_other,high,830.0,1000.0
SALE_24_2025,dust,primary_ctc_other,medium,770.0,980.0
SALE_24_2025,dust,primary_ctc_other,low,710.0,1100.0
SALE_24_2025,dust,primary_orth_other,high,680.0,920.0
SALE_24_2025,dust,primary_orth_other,medium,680.0,850.0
SALE_24_2025,dust,primary_orth_other,low,680.0,770.0
SALE_24_2025,dust,secondary_better,high,900.0,1020.0
SALE_24_2025,dust,secondary_better,medium,,
SALE_24_2025,dust,secondary_better,low,950.0,1080.0
SALE_24_2025,dust,secondary_other,high,640.0,880.0
SALE_24_2025,dust,secondary_other,medium,640.0,760.0
SALE_24_2025,dust,secondary_other,low,650.0,940.0
SALE_26_2025,off_grade,fannings_orthodox_better,high,800.0,1140.0
SALE_26_2025,off_grade,fannings_orthodox_better,medium,800.0,850.0
SALE_26_2025,off_grade,fannings_orthodox_better,low,800.0,900.0
SALE_26_2025,off_grade,fannings_ctc_better,high,,
SALE_26_2025,off_grade,fannings_ctc_better,medium,820.0,
SALE_26_2025,off_grade,fannings_ctc_better,low,770.0,1100.0
SALE_26_2025,off_grade,fannings_orthodox_other,high,590.0,790.0
SALE_26_2025,off_grade,fannings_orthodox_other,medium,630.0,790.0
SALE_26_2025,off_grade,fannings_orthodox_other,low,600.0,790.0
SALE_26_2025,off_grade,fannings_ctc_other,high,,
SALE_26_2025,off_grade,fannings_ctc_other,medium,720.0,780.0
SALE_26_2025,off_grade,fannings_ctc_other,low,650.0,760.0
SALE_26_2025,off_grade,brokens_good,high,800.0,1020.0
SALE_26_2025,off_grade,brokens_good,medium,800.0,1200.0
SALE_26_2025,off_grade,brokens_good,low,810.0,1280.0
SALE_26_2025,off_grade,brokens_other,high,730.0,790.0
SALE_26_2025,off_grade,brokens_other,medium,710.0,790.0
SALE_26_2025,off_grade,brokens_other,low,650.0,800.0
SALE_26_2025,off_grade,bop1a_better,high,840.0,880.0
SALE_26_2025,off_grade,bop1a_better,medium,840.0,960.0
SALE_26_2025,off_grade,bop1a_better,low,840.0,1400.0
SALE_26_2025,off_grade,bop1a_other,high,810.0,830.0
SALE_26_2025,off_grade,bop1a_other,medium,790.0,820.0
SALE_26_2025,off_grade,bop1a_other,low,780.0,820.0
SALE_26_2025,dust,primary_orth_better,high,1140.0,1600.0
SALE_26_2025,dust,primary_orth_better,medium,980.0,1100.0
SALE_26_2025,dust,primary_orth_better,low,960.0,1280.0
SALE_26_2025,dust,primary_ctc_better,high,1000.0,1140.0
SALE_26_2025,dust,primary_ctc_better,medium,1020.0,1120.0
SALE_26_2025,dust,primary_ctc_better,low,1140.0,1360.0
SALE_26_2025,dust,primary_orth_below_best,high,950.0,1120.0
SALE_26_2025,dust,primary_orth_below_best,medium,850.0,960.0
SALE_26_2025,dust,primary_orth_below_best,low,790.0,940.0
SALE_26_2025,dust,primary_ctc_other,high,860.0,980.0
SALE_26_2025,dust,primary_ctc_other,medium,860.0,1000.0
SALE_26_2025,dust,primary_ctc_other,low,740.0,1120.0
SALE_26_2025,dust,primary_orth_other,high,740.0,940.0
SALE_26_2025,dust,primary_orth_other,medium,600.0,840.0
SALE_26_2025,dust,primary_orth_other,low,640.0,780.0
SALE_26_2025,dust,secondary_better,high,900.0,1000.0
SALE_26_2025,dust,secondary_better,medium,,
SALE_26_2025,dust,secondary_better,low,960.0,1040.0
SALE_26_2025,dust,secondary_other,high,630.0,880.0
SALE_26_2025,dust,secondary_other,medium,640.0,780.0
SALE_26_2025,dust,secondary_other,low,630.0,940.0
SALE_31_2025,off_grade,fannings_orthodox_better,high,750.0,1260.0
SALE_31_2025,off_grade,fannings_orthodox_better,medium,760.0,900.0
SALE_31_2025,off_grade,fannings_orthodox_better,low,750.0,870.0
SALE_31_2025,off_grade,fannings_ctc_better,high,,
SALE_31_2025,off_grade,fannings_ctc_better,medium,,
SALE_31_2025,off_grade,fannings_ctc_better,low,770.0,1300.0
SALE_31_2025,off_grade,fannings_orthodox_other,high,600.0,740.0
SALE_31_2025,off_grade,fannings_orthodox_other,medium,540.0,750.0
SALE_31_2025,off_grade,fannings_orthodox_other,low,520.0,740.0
SALE_31_2025,off_grade,fannings_ctc_other,high,,
SALE_31_2025,off_grade,fannings_ctc_other,medium,680.0,700.0
SALE_31_2025,off_grade,fannings_ctc_other,low,570.0,710.0
SALE_31_2025,off_grade,brokens_good,high,760.0,980.0
SALE_31_2025,off_grade,brokens_good,medium,760.0,1320.0
SALE_31_2025,off_grade,brokens_good,low,770.0,1280.0
SALE_31_2025,off_grade,brokens_other,high,600.0,750.0
SALE_31_2025,off_grade,brokens_other,medium,560.0,750.0
SALE_31_2025,off_grade,brokens_other,low,560.0,760.0
SALE_31_2025,off_grade,bop1a_better,high,790.0,890.0
SALE_31_2025,off_grade,bop1a_better,medium,800.0,1180.0
SALE_31_2025,off_grade,bop1a_better,low,800.0,1480.0
SALE_31_2025,off_grade,bop1a_other,high,710.0,770.0
SALE_31_2025,off_grade,bop1a_other,medium,700.0,780.0
SALE_31_2025,off_grade,bop1a_other,low,650.0,780.0
SALE_31_2025,dust,primary_orth_better,high,1220.0,1650.0
SALE_31_2025,dust,primary_orth_better,medium,1060.0,1260.0
SALE_31_2025,dust,primary_orth_better,low,1000.0,1500.0
SALE_31_2025,dust,primary_ctc_better,high,1060.0,1160.0
SALE_31_2025,dust,primary_ctc_better,medium,1080.0,1180.0
SALE_31_2025,dust,primary_ctc_better,low,1100.0,1400.0
SALE_31_2025,dust,primary_orth_below_best,high,950.0,1200.0
SALE_31_2025,dust,primary_orth_below_best,medium,850.0,1040.0
SALE_31_2025,dust,primary_orth_below_best,low,810.0,980.0
SALE_31_2025,dust,primary_ctc_other,high,880.0,1040.0
SALE_31_2025,dust,primary_ctc_other,medium,1000.0,1060.0
SALE_31_2025,dust,primary_ctc_other,low,740.0,1080.0
SALE_31_2025,dust,primary_orth_other,high,650.0,940.0
SALE_31_2025,dust,primary_orth_other,medium,570.0,840.0
SALE_31_2025,dust,primary_orth_other,low,550.0,800.0
SALE_31_2025,dust,secondary_better,high,940.0,1060.0
SALE_31_2025,dust,secondary_better,medium,800.0,850.0
SALE_31_2025,dust,secondary_better,low,960.0,1300.0
SALE_31_2025,dust,secondary_other,high,590.0,920.0
SALE_31_2025,dust,secondary_other,medium,580.0,780.0
SALE_31_2025,dust,secondary_other,low,500.0,940.0
