params,mean_test_score,std_test_score,rank_test_score,Segment,Model,mean_test_RMSE
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",-386.99389356435825,150.97855183028514,18,low_grown,XGBoost,386.99389356435825
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",-394.37269102593217,134.16314829092167,22,low_grown,XGBoost,394.37269102593217
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 0.8}",-386.933862734763,151.18511408492068,17,low_grown,XGBoost,386.933862734763
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 1.0}",-394.34246529924314,134.18736386074065,21,low_grown,XGBoost,394.34246529924314
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-347.92741559225027,70.67403717913747,23,low_grown,LightGBM,347.92741559225027
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-347.92741559225027,70.67403717913747,23,low_grown,LightGBM,347.92741559225027
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-347.7629007052806,70.3786400519509,21,low_grown,LightGBM,347.7629007052806
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-347.7629007052806,70.3786400519509,21,low_grown,LightGBM,347.7629007052806
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-332.2879651745885,65.78021507815089,15,low_grown,LightGBM,332.2879651745885
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-332.2879651745885,65.78021507815089,15,low_grown,LightGBM,332.2879651745885
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-332.21028843567916,65.8519038208398,13,low_grown,LightGBM,332.21028843567916
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-332.21028843567916,65.8519038208398,13,low_grown,LightGBM,332.21028843567916
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-334.9141852575633,65.75601884841086,19,low_grown,LightGBM,334.9141852575633
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-334.9141852575633,65.75601884841086,19,low_grown,LightGBM,334.9141852575633
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-334.79750275706425,65.74946587419012,17,low_grown,LightGBM,334.79750275706425
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-334.79750275706425,65.74946587419012,17,low_grown,LightGBM,334.79750275706425
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-325.2436062824046,66.72928374578112,7,low_grown,LightGBM,325.2436062824046
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-325.2436062824046,66.72928374578112,7,low_grown,LightGBM,325.2436062824046
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-325.21610833397534,66.3244976304768,5,low_grown,LightGBM,325.21610833397534
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-325.21610833397534,66.3244976304768,5,low_grown,LightGBM,325.21610833397534
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-326.32218570894923,68.30464201218658,9,low_grown,LightGBM,326.32218570894923
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-326.32218570894923,68.30464201218658,9,low_grown,LightGBM,326.32218570894923
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-327.19770909545844,69.06690811231125,11,low_grown,LightGBM,327.19770909545844
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-327.19770909545844,69.06690811231125,11,low_grown,LightGBM,327.19770909545844
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-321.5054924380286,70.09523093582752,1,low_grown,LightGBM,321.5054924380286
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-321.5054924380286,70.09523093582752,1,low_grown,LightGBM,321.5054924380286
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-322.2738761973486,71.53521119682628,3,low_grown,LightGBM,322.2738761973486
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-322.2738761973486,71.53521119682628,3,low_grown,LightGBM,322.2738761973486
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 100}",-414.3764373235366,45.12492662519109,27,low_grown,Gradient Boosting,414.3764373235366
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 200}",-381.66665581259696,32.32495439855184,25,low_grown,Gradient Boosting,381.66665581259696
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 400}",-341.3881873788581,14.54666008497863,22,low_grown,Gradient Boosting,341.3881873788581
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 100}",-337.33675991692724,15.897049797146977,21,low_grown,Gradient Boosting,337.33675991692724
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200}",-300.8195546958316,31.015993539362814,15,low_grown,Gradient Boosting,300.8195546958316
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400}",-289.99451228983816,45.16684543124154,10,low_grown,Gradient Boosting,289.99451228983816
"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 100}",-304.59504775823666,38.56883889780928,16,low_grown,Gradient Boosting,304.59504775823666
"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 200}",-287.1373656688162,45.455232254204915,8,low_grown,Gradient Boosting,287.1373656688162
"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 400}",-282.21377262192516,49.94199413224225,6,low_grown,Gradient Boosting,282.21377262192516
"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 100}",-389.76140394241816,31.248235069151697,26,low_grown,Gradient Boosting,389.76140394241816
"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 200}",-348.79300109582715,17.23205867177747,23,low_grown,Gradient Boosting,348.79300109582715
"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 400}",-324.1007993206551,19.531549542692076,18,low_grown,Gradient Boosting,324.1007993206551
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 100}",-314.69887012726105,27.343069873188583,17,low_grown,Gradient Boosting,314.69887012726105
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200}",-294.5111276928299,39.54056714303106,14,low_grown,Gradient Boosting,294.5111276928299
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400}",-290.3234183945162,49.4427299418319,11,low_grown,Gradient Boosting,290.3234183945162
"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 100}",-274.13838150459,41.13371630040246,3,low_grown,Gradient Boosting,274.13838150459
"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 200}",-267.59280509736044,45.967312880279934,2,low_grown,Gradient Boosting,267.59280509736044
"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 400}",-266.8085781814428,47.877930607097696,1,low_grown,Gradient Boosting,266.8085781814428
"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 100}",-353.20819178979565,15.073081795813358,24,low_grown,Gradient Boosting,353.20819178979565
"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 200}",-332.13024485039995,20.012459548617915,20,low_grown,Gradient Boosting,332.13024485039995
"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 400}",-325.03450044137503,35.416101956222654,19,low_grown,Gradient Boosting,325.03450044137503
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 100}",-294.3760796998298,46.46885971010421,13,low_grown,Gradient Boosting,294.3760796998298
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200}",-290.6143831867154,51.527262089403045,12,low_grown,Gradient Boosting,290.6143831867154
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400}",-288.3153899563384,54.85153124523387,9,low_grown,Gradient Boosting,288.3153899563384
"{'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__n_estimators': 100}",-283.86639986984056,49.719525120477904,7,low_grown,Gradient Boosting,283.86639986984056
"{'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__n_estimators': 200}",-281.5559944621849,53.78455867516283,5,low_grown,Gradient Boosting,281.5559944621849
"{'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__n_estimators': 400}",-280.6982159844839,54.888894127292275,4,low_grown,Gradient Boosting,280.6982159844839
"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-291.2815116991113,44.58880637482864,4,low_grown,Random Forest,291.2815116991113
"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-290.54514986437374,43.79562330168647,2,low_grown,Random Forest,290.54514986437374
"{'model__max_depth': None, 'model__min_samples_leaf': 3, 'model__n_estimators': 200}",-313.7532988338112,35.157456875466295,10,low_grown,Random Forest,313.7532988338112
"{'model__max_depth': None, 'model__min_samples_leaf': 3, 'model__n_estimators': 400}",-311.9061450521725,35.034810637210235,8,low_grown,Random Forest,311.9061450521725
"{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",-339.1528241398079,21.682867889470234,18,low_grown,Random Forest,339.1528241398079
"{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 400}",-336.41902150883027,22.325437186244308,14,low_grown,Random Forest,336.41902150883027
"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-294.7341116894738,44.76650911518322,6,low_grown,Random Forest,294.7341116894738
"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-293.243659303992,44.91241409336265,5,low_grown,Random Forest,293.243659303992
"{'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__n_estimators': 200}",-316.5843174033078,36.46957278389317,12,low_grown,Random Forest,316.5843174033078
"{'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__n_estimators': 400}",-314.09571137747724,36.096382696541546,11,low_grown,Random Forest,314.09571137747724
"{'model__max_depth': 8, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",-338.77943620221777,21.441977088054276,16,low_grown,Random Forest,338.77943620221777
"{'model__max_depth': 8, 'model__min_samples_leaf': 5, 'model__n_estimators': 400}",-336.7355854025735,22.2670763383962,15,low_grown,Random Forest,336.7355854025735
"{'model__max_depth': 16, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-291.22729955114414,44.541580853407154,3,low_grown,Random Forest,291.22729955114414
"{'model__max_depth': 16, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-290.4872609720701,44.700547822874654,1,low_grown,Random Forest,290.4872609720701
"{'model__max_depth': 16, 'model__min_samples_leaf': 3, 'model__n_estimators': 200}",-313.69949907037005,35.02309670956516,9,low_grown,Random Forest,313.69949907037005
"{'model__max_depth': 16, 'model__min_samples_leaf': 3, 'model__n_estimators': 400}",-311.6838153059965,35.0269878819094,7,low_grown,Random Forest,311.6838153059965
"{'model__max_depth': 16, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",-339.05347523533976,21.81438717584496,17,low_grown,Random Forest,339.05347523533976
"{'model__max_depth': 16, 'model__min_samples_leaf': 5, 'model__n_estimators': 400}",-336.38829285525975,22.376476460376903,13,low_grown,Random Forest,336.38829285525975
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-150.97906602122046,10.925166674167677,23,off_grade,XGBoost,150.97906602122046
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-151.86138544984414,10.041936460413568,29,off_grade,XGBoost,151.86138544984414
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-151.20510291532568,12.059470634340046,25,off_grade,XGBoost,151.20510291532568
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-152.97173960840246,12.563237536893505,30,off_grade,XGBoost,152.97173960840246
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-144.44613557030857,17.506460723037055,8,off_grade,XGBoost,144.44613557030857
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",-148.90479997908534,16.083280163916253,18,off_grade,XGBoost,148.90479997908534
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",-144.22283654023596,18.590584643718863,4,off_grade,XGBoost,144.22283654023596
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",-148.52827309791843,16.250015911055577,16,off_grade,XGBoost,148.52827309791843
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",-145.8611420240522,16.582271490941107,11,off_grade,XGBoost,145.8611420240522
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",-149.80109395070298,18.7883531366997,22,off_grade,XGBoost,149.80109395070298
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 0.8}",-145.88397443141375,17.245621195889658,12,off_grade,XGBoost,145.88397443141375
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 1.0}",-149.72031969641856,19.166064148879062,21,off_grade,XGBoost,149.72031969641856
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-151.36505449250532,12.371885647901182,27,off_grade,XGBoost,151.36505449250532
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-153.47910581100456,10.844729597977224,31,off_grade,XGBoost,153.47910581100456
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-151.61773762569322,13.673281509643921,28,off_grade,XGBoost,151.61773762569322
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-156.0514494086119,12.927818085931346,35,off_grade,XGBoost,156.0514494086119
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-144.39580458843594,18.07391878949476,5,off_grade,XGBoost,144.39580458843594
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",-148.56338383201538,17.097341582738878,17,off_grade,XGBoost,148.56338383201538
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",-144.12135558031096,18.216662506194584,3,off_grade,XGBoost,144.12135558031096
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",-148.39573901271766,17.252483094455375,15,off_grade,XGBoost,148.39573901271766
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",-144.39593667667003,20.32318925057097,6,off_grade,XGBoost,144.39593667667003
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",-149.58013344126212,19.615187217856583,20,off_grade,XGBoost,149.58013344126212
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 0.8}",-144.4436508807613,20.369151959734335,7,off_grade,XGBoost,144.4436508807613
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 1.0}",-149.51641061118042,19.66153930867303,19,off_grade,XGBoost,149.51641061118042
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-153.71390442958108,13.661429342874438,32,off_grade,XGBoost,153.71390442958108
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-154.87794545946844,15.094557856961522,34,off_grade,XGBoost,154.87794545946844
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-154.20830917107622,13.586943034680694,33,off_grade,XGBoost,154.20830917107622
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-156.69609528914,15.018620977060639,36,off_grade,XGBoost,156.69609528914
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-145.02901748204792,17.896331677005197,9,off_grade,XGBoost,145.02901748204792
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",-151.17134088571245,14.82424648718261,24,off_grade,XGBoost,151.17134088571245
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",-145.0433456904612,17.939208121900705,10,off_grade,XGBoost,145.0433456904612
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",-151.22489306947736,14.788619596118021,26,off_grade,XGBoost,151.22489306947736
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",-143.9903396276776,17.423259680073603,2,off_grade,XGBoost,143.9903396276776
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",-146.94132337668114,22.640324492011313,14,off_grade,XGBoost,146.94132337668114
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 0.8}",-143.9868534096706,17.427950847098945,1,off_grade,XGBoost,143.9868534096706
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 1.0}",-146.93616343004732,22.647490004948178,13,off_grade,XGBoost,146.93616343004732
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-146.86148194513893,14.717253915670772,1,off_grade,LightGBM,146.86148194513893
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-146.86148194513893,14.717253915670772,1,off_grade,LightGBM,146.86148194513893
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-146.86148194513893,14.717253915670772,1,off_grade,LightGBM,146.86148194513893
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-146.86148194513893,14.717253915670772,1,off_grade,LightGBM,146.86148194513893
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-149.47604367749108,17.530378212594325,9,off_grade,LightGBM,149.47604367749108
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-149.47604367749108,17.530378212594325,9,off_grade,LightGBM,149.47604367749108
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-149.47604367749108,17.530378212594325,9,off_grade,LightGBM,149.47604367749108
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-149.47604367749108,17.530378212594325,9,off_grade,LightGBM,149.47604367749108
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-148.70424204451356,15.89941294204717,5,off_grade,LightGBM,148.70424204451356
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-148.70424204451356,15.89941294204717,5,off_grade,LightGBM,148.70424204451356
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-148.70424204451356,15.89941294204717,5,off_grade,LightGBM,148.70424204451356
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-148.70424204451356,15.89941294204717,5,off_grade,LightGBM,148.70424204451356
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-151.3571640022737,18.412971371667634,13,off_grade,LightGBM,151.3571640022737
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-151.3571640022737,18.412971371667634,13,off_grade,LightGBM,151.3571640022737
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-151.3571640022737,18.412971371667634,13,off_grade,LightGBM,151.3571640022737
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-151.3571640022737,18.412971371667634,13,off_grade,LightGBM,151.3571640022737
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-151.66019170465015,17.874637486228814,17,off_grade,LightGBM,151.66019170465015
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-151.66019170465015,17.874637486228814,17,off_grade,LightGBM,151.66019170465015
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-151.66019170465015,17.874637486228814,17,off_grade,LightGBM,151.66019170465015
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-151.66019170465015,17.874637486228814,17,off_grade,LightGBM,151.66019170465015
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-152.55752242379626,18.53348331513043,21,off_grade,LightGBM,152.55752242379626
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-152.55752242379626,18.53348331513043,21,off_grade,LightGBM,152.55752242379626
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-152.55752242379626,18.53348331513043,21,off_grade,LightGBM,152.55752242379626
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-152.55752242379626,18.53348331513043,21,off_grade,LightGBM,152.55752242379626
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 100}",-157.23072800411438,10.63464225202415,24,off_grade,Gradient Boosting,157.23072800411438
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 200}",-156.9718010281929,11.658539085542058,23,off_grade,Gradient Boosting,156.9718010281929
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 400}",-156.85999202352588,11.578888700555144,22,off_grade,Gradient Boosting,156.85999202352588
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 100}",-150.9981317316636,11.130734256733694,13,off_grade,Gradient Boosting,150.9981317316636
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200}",-150.4387047306611,11.798911273294198,10,off_grade,Gradient Boosting,150.4387047306611
